City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
546,Achutupo,PA,79.52,overcast clouds,9.2,-77.9833,Akwa Reef Lodge
547,Taltal,CL,62.55,clear sky,-25.4,-70.4833,Residencial Karime
549,Saint-Pierre,RE,76.68,clear sky,-21.3393,55.4781,Lindsey Hôtel
553,Alugan,PH,81.37,overcast clouds,12.2188,125.4808,JM Lodge
554,Hobyo,SO,82.53,clear sky,5.3505,48.5268,Iftin hotel hobyo
557,Grand Gaube,MU,77.38,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
559,Tautira,PF,79.92,light rain,-17.7333,-149.15,Pension Oaoa
563,Oistins,BB,78.89,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
564,Kemalpasa,TR,55.98,light rain,38.4262,27.4173,Su Perisi Otel
565,Aswan,EG,79.9,clear sky,24.0934,32.907,Nuba Nile
566,Port Lavaca,US,80.92,overcast clouds,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
567,Haflong,IN,72.27,few clouds,25.1833,93.0333,Ngahsy te in
570,Kamphaeng Phet,TH,86.9,clear sky,16.25,99.5,ฟาร์มแพะ หนองผักหนาม
573,Hokitika,NZ,63.23,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
576,Enid,US,56.08,overcast clouds,36.3956,-97.8784,Ramada by Wyndham Enid
577,Nova Olinda Do Norte,BR,75.4,overcast clouds,-3.8881,-59.0942,Casa Juazeiro
579,Santa Cruz,BO,69.26,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
581,Vanimo,PG,85.66,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
582,Saposoa,PE,77.22,overcast clouds,-6.934,-76.7716,Hostal Primavera
583,Madhipura,IN,79.56,scattered clouds,25.9167,86.7833,SPOT ON 64083 Hotel Ganga
584,Santa Marta,CO,89.65,scattered clouds,11.2408,-74.199,Hotel La Ballena Azul
586,Jeremie,HT,75.74,overcast clouds,18.65,-74.1167,Auberge’Inn
588,Inyonga,TZ,62.22,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
589,Kohlu,PK,71.76,overcast clouds,29.8962,69.252,B &R Rest House
590,Emilio Carranza,MX,79.36,clear sky,19.9711,-96.6114,Hotel Carranza Inn
593,Shenjiamen,CN,57.2,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
595,Ojhar,IN,72.46,clear sky,20.1,73.9333,Aurangabad Deogaon Rangari
598,Porto Novo,BJ,80.1,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
602,Vao,NC,76.69,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
603,Xapuri,BR,74.21,broken clouds,-10.6517,-68.5044,Pousada dos Chapurys
606,Santa Maria,BR,58.3,scattered clouds,-29.6842,-53.8069,Hotel Morotin
607,Meadow Lake,US,78.28,clear sky,34.8014,-106.5436,TumbleWeed RV Park
608,Birin,NP,63.28,clear sky,26.8865,88.0718,Sangam hotel and lodge
610,Puerto Del Rosario,ES,67.75,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
614,Todos Santos,MX,69.44,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
618,Littleton,US,57.45,broken clouds,39.6133,-105.0166,InTown Suites Extended Stay Denver CO - Englewood
619,Barcelos,PT,57.92,overcast clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
620,Boca Do Acre,BR,74.26,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
623,Nisia Floresta,BR,81.41,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
624,Somerset,US,57.07,overcast clouds,40.5668,-74.5496,Hilton Garden Inn Bridgewater
625,Bindura,ZW,61.41,scattered clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
630,Richards Bay,ZA,63.3,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
631,Paidha,UG,60.8,overcast clouds,2.4167,30.9855,OPIPAAF (OTHUMBA PITHUA PALWONGA )
635,Gunjur,GM,68.11,few clouds,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
637,Mwense,ZM,65.34,light rain,-10.3845,28.698,Mwense Council Guest House
638,Bathsheba,BB,79.41,broken clouds,13.2167,-59.5167,Atlantis Hotel
640,Kartarpur,IN,75.0,clear sky,31.44,75.4997,Kumar RO world home
642,Seagoville,US,66.76,broken clouds,32.6396,-96.5383,Seagoville Inn Seagoville
643,Jaque,PA,79.23,light rain,7.5175,-78.1703,Aventuras Jaque S.A
644,Buala,SB,82.54,light rain,-8.145,159.5921,Maringe Lagoon Lodge
646,Tortosa,ES,61.43,clear sky,40.8125,0.5216,Parador de Tortosa
648,Kalmunai,LK,78.78,few clouds,7.4167,81.8167,VS Villa
652,Trincomalee,LK,79.65,broken clouds,8.5711,81.2335,Welcombe Hotel
657,Paka,MY,80.53,thunderstorm,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
658,Flinders,AU,75.06,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
663,Bubaque,GW,75.18,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
664,Tutoia,BR,78.67,overcast clouds,-2.7619,-42.2744,Pousada Guará's
665,Aracati,BR,78.13,scattered clouds,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
668,Lichinga,MZ,64.49,broken clouds,-13.3128,35.2406,Residencial Bendiak
669,Muncar,ID,81.93,overcast clouds,-8.4333,114.3333,Zaky Homestay
670,Pakxan,LA,78.26,light rain,18.3778,103.6601,Kong Kham Pheng Guesthouse
672,Taunggyi,MM,71.37,few clouds,20.7833,97.0333,True Treasure Hotel
675,Hirara,JP,71.87,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
676,Anloga,GH,82.33,broken clouds,5.7947,0.8973,Pin Drop Hotel
677,Trairi,BR,77.47,overcast clouds,-3.2778,-39.2689,janelas do mar
678,Palotina,BR,61.56,clear sky,-24.2839,-53.84,Hotel Granfino
679,Ambon,ID,86.14,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
680,Guiglo,CI,72.25,overcast clouds,6.5456,-7.4966,Hotel GBAOLY 2
683,Jaguarao,BR,57.42,clear sky,-32.5661,-53.3758,Hotel Rios
684,Wewak,PG,85.96,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
685,Savannakhet,LA,80.58,scattered clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
686,Porbandar,IN,79.25,clear sky,21.6422,69.6093,Lords Inn Porbandar
688,Muroto,JP,58.78,overcast clouds,33.2833,134.15,Oota Ryokan
689,Sena Madureira,BR,74.34,scattered clouds,-9.0656,-68.6569,Hotel Central
690,Upata,VE,73.92,overcast clouds,8.0086,-62.3989,Posada Villa Nela
